Name,Enthalpy,vDW,HBD,HBA,Lost Water entropy,Side chain conformational entropy
ZINC26617169,734.359,675.827,-2.37421,60.9063,24.0,-13.97
ZINC23420394,734.359,661.661,21.3474,51.3511,27.0,-15.85
ZINC10934839,734.361,740.749,-7.28846,0.900948,57.0,-14.42
ZINC02802850,734.369,695.859,-8.09768,46.6079,39.0,-17.46
ZINC21325677,734.371,83.6409,608.697,42.0329,72.0,-11.370000000000001
ZINC21841837,734.391,707.869,6.30668,20.2151,42.0,-16.61
ZINC30504334,734.418,583.296,-7.77873,158.901,57.0,-10.44
ZINC26101758,734.445,577.53,2.14221,154.773,54.0,-18.09
ZINC09396555,734.45,699.17,-0.118232,35.3973,63.0,-14.48
ZINC21361355,734.466,651.355,92.918,-9.80685,75.0,-12.790000000000001
ZINC07266305,734.489,612.397,46.7931,75.2989,30.0,-14.22
ZINC31148075,734.529,480.211,82.9144,171.403,75.0,-15.07
ZINC27443726,734.542,352.803,89.0477,292.691,33.0,-10.99
ZINC02584763,734.563,750.5,-7.73595,-8.20074,48.0,-12.0
ZINC26617169,734.573,694.143,59.4901,-19.06,51.0,-12.76
ZINC16977658,734.575,506.589,114.178,113.808,42.0,-16.67
ZINC02662101,734.593,445.095,54.0852,235.412,48.0,-10.790000000000001
ZINC20572283,734.607,634.13,-6.07227,106.55,60.0,-17.04
ZINC20717172,734.615,350.451,192.779,191.385,45.0,-14.290000000000001
ZINC21006552,734.616,738.398,-4.19098,0.409235,30.0,-19.5
ZINC25113432,734.632,401.895,89.0259,243.711,36.0,-10.84
ZINC08322376,734.635,250.269,113.084,371.283,42.0,-12.780000000000001
ZINC22512771,734.636,644.721,-1.82382,91.7379,51.0,-13.700000000000001
ZINC23253961,734.653,723.37,5.32588,5.95732,15.0,-12.48
ZINC29747456,734.734,566.393,129.398,38.9433,78.0,-14.46
ZINC17094519,734.768,724.41,-5.50034,15.8582,63.0,-16.28
ZINC15951912,734.78,517.799,103.415,113.566,57.0,-12.84
ZINC21976839,734.791,473.528,78.0476,183.215,63.0,-17.88
ZINC24880873,734.791,534.262,203.53,-3.00115,57.0,-18.25
ZINC27063443,734.8,723.089,12.3431,-0.632237,51.0,-15.700000000000001
ZINC08525824,734.81,725.206,5.23719,4.36665,45.0,-14.83
ZINC01419031,734.81,691.338,49.0042,-5.53184,78.0,-20.13
ZINC18440559,734.818,548.872,0.44607,185.5,66.0,-19.86
ZINC10118814,734.823,742.767,-3.30274,-4.64203,51.0,-14.31
ZINC13647785,734.835,732.27,5.36691,-2.80132,30.0,-14.21
ZINC04664714,734.835,621.718,-0.397102,113.515,45.0,-20.09
ZINC22073510,734.839,641.458,-2.76235,96.1433,81.0,-18.21
ZINC05842609,734.861,647.189,45.0014,42.67,45.0,-11.3
ZINC15166889,734.865,713.46,8.95509,12.4507,93.0,-14.67
ZINC13960129,734.877,445.484,3.77397,285.619,54.0,-14.18
ZINC29974017,734.891,473.159,85.9379,175.794,57.0,-14.3
ZINC14056947,734.92,737.435,-0.0895392,-2.42546,72.0,-16.82
ZINC14977742,734.922,364.79,117.104,253.028,90.0,-18.98
ZINC12570106,734.932,665.77,71.6554,-2.49334,69.0,-12.31
ZINC29082038,734.939,494.06,1.41947,239.459,36.0,-13.25
BDB5457,734.973,558.854,172.116,4.00244,69.0,-10.35
ZINC24705245,734.986,571.258,9.82924,153.899,69.0,-11.17
ZINC17106160,735.016,515.282,26.039,193.694,87.0,-22.240000000000002
ZINC04743451,735.033,281.588,104.564,348.881,42.0,-14.34
ZINC23760803,735.067,586.01,86.954,62.1027,63.0,-13.06
ZINC25708876,735.084,489.009,237.136,8.93782,51.0,-20.54
ZINC21752932,735.103,682.752,19.0924,33.258,81.0,-16.8
ZINC15434705,735.122,443.341,4.66181,287.119,60.0,-11.200000000000001
ZINC02802850,735.138,750.356,-3.86718,-11.3508,51.0,-17.18
ZINC02584763,735.152,585.585,9.02944,140.538,66.0,-13.26
ZINC29311214,735.174,539.247,-0.246149,196.174,45.0,-13.290000000000001
ZINC29812139,735.218,554.11,182.423,-1.31412,39.0,-13.44
ZINC12583777,735.229,727.591,2.35996,5.27751,21.0,-12.68
ZINC05104248,735.229,640.986,5.35759,88.8854,36.0,-15.69
ZINC30505968,735.235,689.347,-0.711117,46.599,42.0,-19.97
ZINC25853084,735.238,446.192,0.419522,288.626,66.0,-17.69
ZINC20424555,735.242,649.8,88.2173,-2.77543,57.0,-15.74
ZINC10478948,735.251,700.043,23.8909,11.3173,45.0,-17.38
ZINC02680383,735.294,362.253,153.511,219.53,69.0,-18.53
ZINC22866545,735.31,650.425,-1.5748,86.4596,39.0,-12.55
ZINC13723196,735.331,624.404,46.2226,64.7046,36.0,-9.56
ZINC21326306,735.337,559.848,87.6227,87.866,42.0,-13.34
ZINC07252560,735.352,681.738,57.9162,-4.30266,66.0,-17.72
ZINC21752932,735.37,488.052,-2.66168,249.98,48.0,-17.88
ZINC27443726,735.376,707.4,-11.7984,39.7748,42.0,-17.41
ZINC25245897,735.399,445.986,87.709,201.704,63.0,-17.0
ZINC23473809,735.402,546.956,83.7552,104.691,75.0,-15.8
ZINC20258593,735.424,742.694,4.83896,-12.1091,51.0,-12.99
ZINC14035055,735.43,660.598,-7.30717,82.1387,60.0,-17.740000000000002
ZINC14056947,735.43,678.242,0.341313,56.8473,36.0,-16.2
ZINC14001547,735.448,447.08,198.368,90,21.0,-12.09
ZINC22761227,735.463,661.107,-8.28827,82.6446,51.0,-13.97
ZINC12323875,735.471,521.316,108.501,105.655,18.0,-6.69
ZINC31874377,735.481,583.962,1.36432,150.155,54.0,-13.23
ZINC17089744,735.483,338.576,-2.41367,399.321,57.0,-14.17
ZINC31843170,735.505,733.003,1.79856,0.703743,33.0,-14.790000000000001
ZINC15216225,735.518,396.287,166.452,172.78,54.0,-8.91
ZINC21841837,735.527,745.409,-2.13981,-7.74276,57.0,-13.24
ZINC04743451,735.538,282.307,101.812,351.419,42.0,-14.34
ZINC14001547,735.557,447.219,198.338,90,21.0,-12.09
ZINC14258569,735.559,618.697,121.244,-4.38228,48.0,-14.81
ZINC15957176,735.565,613.127,1.5576,120.88,75.0,-17.23
ZINC22883620,735.578,588.304,153.209,-5.9349,81.0,-19.35
ZINC02802850,735.592,747.54,-0.0746484,-11.8728,48.0,-13.88
ZINC21076380,735.612,679.142,16.7358,39.7334,72.0,-16.84
ZINC31494234,735.641,431.57,107.867,196.203,39.0,-11.75
ZINC15190104,735.669,625.81,-0.860658,110.719,24.0,-12.32
ZINC15693133,735.67,435.957,-0.930563,300.644,42.0,-17.02
ZINC29628567,735.699,737.328,-1.10403,-0.525272,33.0,-16.25
ZINC23189181,735.73,621.829,86.2998,27.6008,42.0,-11.86
ZINC23473809,735.757,686.715,16.5249,32.5174,75.0,-14.120000000000001
ZINC00467880,735.764,668.671,4.91362,62.1791,51.0,-12.77
ZINC08582695,735.784,680.387,12.0631,43.3345,66.0,-18.77
ZINC18811785,735.797,621.809,-2.37942,116.368,66.0,-16.14
ZINC27860100,735.801,679.486,49.8287,6.48628,30.0,-15.65
ZINC22179703,735.801,465.926,182.392,87.4831,48.0,-16.25
ZINC27605261,735.806,496.974,89.2081,149.624,27.0,-11.58
ZINC04258582,735.835,532.902,98.3931,104.54,21.0,-16.41
ZINC27233669,735.843,388.349,348.224,-0.729843,72.0,-13.8
ZINC21736574,735.882,389.764,223.487,122.631,54.0,-12.52
ZINC14258569,735.914,743.318,-1.29129,-6.11322,51.0,-12.290000000000001
ZINC21583905,735.922,643.747,2.17489,90,42.0,-15.94
ZINC15190104,735.967,741.337,-0.746362,-4.62404,39.0,-11.81
ZINC19324236,735.97,746.169,-8.86524,-1.33434,39.0,-17.01
ZINC24098964,735.998,575.604,143.708,16.6855,60.0,-17.27
ZINC02553817,736.027,598.733,22.5819,114.712,33.0,-15.09
ZINC13877479,736.027,734.927,-1.9469,3.04721,36.0,-11.01
ZINC27745273,736.027,337.471,171.628,226.928,57.0,-18.3
ZINC19313476,736.035,713.038,27.1909,-4.19415,54.0,-17.54
ZINC29812139,736.055,732.332,-1.2753,4.99809,63.0,-13.84
ZINC05882281,736.055,740.845,-1.23504,-3.55433,33.0,-11.75
ZINC01889240,736.063,446.26,-4.12587,293.928,69.0,-12.05
ZINC17371154,736.065,720.012,-0.787417,16.8408,45.0,-21.23
ZINC22761227,736.077,472.936,-4.18832,267.329,45.0,-15.76
ZINC27731513,736.082,498.073,147.761,90.2482,39.0,-20.73
ZINC24880873,736.092,746.255,-9.31906,-0.843722,45.0,-15.34
ZINC14566381,736.092,714.558,-3.62771,25.1626,39.0,-15.9
ZINC06009404,736.126,448.332,19.5917,268.203,42.0,-19.0
ZINC26795175,736.16,384.987,-2.53863,353.712,51.0,-19.27
ZINC23740603,736.168,630.057,110.729,-4.61805,45.0,-12.38
ZINC26082335,736.171,620.101,-1.54073,117.61,57.0,-20.26
ZINC26101758,736.189,14.8297,249.624,471.735,66.0,-13.120000000000001
ZINC23410760,736.189,274.38,165.672,296.136,51.0,-13.76
ZINC16896176,736.21,737.416,2.78057,-3.98652,30.0,-19.71
ZINC20424464,736.215,650.359,88.2088,-2.35243,60.0,-15.74
ZINC29982815,736.22,625.245,38.1305,72.8446,75.0,-18.650000000000002
ZINC25572428,736.226,87.6881,0.0525063,648.485,42.0,-17.7
ZINC29749315,736.242,735.147,-1.21935,2.31448,45.0,-13.48
ZINC21325620,736.255,666.066,50.9615,19.2281,78.0,-12.77
ZINC18135386,736.277,299.604,242.444,194.229,51.0,-16.81
ZINC23420152,736.277,635.326,37.0049,63.9464,48.0,-15.55
ZINC02802850,736.303,747.338,-2.46702,-8.56796,39.0,-16.77
BDB5458,736.314,703.74,21.6627,10.9119,57.0,-11.17
ZINC01994373,736.322,729.375,-0.657675,7.60464,27.0,-20.18
ZINC29812139,736.353,702.974,34.1932,-0.813414,21.0,-17.6
ZINC15959300,736.356,485.253,111.2,139.902,69.0,-14.21
ZINC08654781,736.356,728.023,-1.84432,10.1775,30.0,-12.4
ZINC02957495,736.37,565.754,-1.63097,172.248,78.0,-20.03
ZINC23420394,736.371,588.763,-3.94771,151.556,33.0,-14.23
ZINC31383965,736.381,715.815,-0.718219,21.2844,63.0,-16.01
ZINC21752932,736.447,727.083,-4.14808,13.512,36.0,-9.89
ZINC20092102,736.454,669.217,-3.32651,70.5628,45.0,-18.080000000000002
ZINC15533005,736.466,745.552,-5.40058,-3.68538,30.0,-18.61
ZINC23436537,736.503,664.184,-1.13046,73.4489,54.0,-17.400000000000002
ZINC19854444,736.509,672.801,-4.93081,68.6391,51.0,-16.1
ZINC05256676,736.511,570.975,-5.31279,170.849,42.0,-12.56
ZINC00718631,736.559,722.783,1.01047,12.7664,60.0,-13.59
ZINC15669728,736.568,740.815,-2.07384,-2.17236,33.0,-10.950000000000001
ZINC12849966,736.584,648.207,89.293,-0.915735,75.0,-21.72
ZINC12625117,736.586,677.992,-4.06257,62.6561,39.0,-11.66
BDB5452,736.59,741.631,-3.6781,-1.36286,45.0,-15.790000000000001
ZINC14950465,736.615,660.634,30.8299,45.1514,75.0,-17.97
ZINC14258569,736.617,615.187,113.053,8.37761,60.0,-11.58
ZINC28662764,736.653,671.228,3.05018,62.3746,48.0,-20.400000000000002
ZINC15533005,736.656,759.014,-10.067,-12.2912,48.0,-11.3
ZINC04919514,736.657,330.166,353.747,52.7444,42.0,-13.700000000000001
ZINC09129799,736.67,618.56,33.429,84.6809,66.0,-16.01
ZINC30505968,736.681,391.922,352.647,-7.88798,60.0,-14.02
ZINC06009404,736.686,652.757,-1.51223,85.4414,33.0,-14.3
ZINC20324079,736.686,541.771,48.1623,146.753,69.0,-11.63
ZINC09513359,736.704,737.278,-0.574142,0,54.0,-15.59
ZINC28582658,736.708,666.334,-11.8475,82.221,78.0,-16.8
ZINC02662101,736.708,679.748,-0.628122,57.5881,45.0,-16.22
ZINC31924453,736.738,619.339,118.278,-0.87817,36.0,-21.3
ZINC28816991,736.748,536.845,-10.2725,210.175,57.0,-12.9
ZINC16026888,736.754,742.03,-0.75843,-4.51799,51.0,-15.870000000000001
ZINC09927367,736.76,585.448,53.0383,98.2736,54.0,-14.08
ZINC10509164,736.766,430.464,104.457,201.845,51.0,-15.25
ZINC03542645,736.777,732.683,-5.59294,9.68668,45.0,-16.46
ZINC12784804,736.779,744.428,-3.74009,-3.90848,48.0,-13.370000000000001
ZINC04743451,736.801,615.133,-2.46192,124.13,45.0,-17.400000000000002
ZINC22496288,736.808,634.016,3.26502,99.5266,24.0,-14.450000000000001
ZINC16682009,736.812,513.753,45.2499,177.809,54.0,-13.85
ZINC31904325,736.818,538.798,100.058,97.9616,54.0,-16.66
ZINC31750020,736.818,740.14,1.4062,-4.72793,60.0,-22.650000000000002
ZINC08525824,736.828,407.168,57.2113,272.449,36.0,-13.700000000000001
ZINC00718631,736.853,724.149,16.8133,-4.10939,42.0,-15.67
ZINC31952331,736.853,608.703,60.8753,67.2748,15.0,-12.61
ZINC07759675,736.874,748.992,-5.67373,-6.44471,36.0,-13.870000000000001
ZINC31756298,736.937,568.558,-0.82295,169.202,54.0,-12.780000000000001
ZINC21326306,736.965,645.685,-2.87981,94.1601,45.0,-16.76
ZINC07400412,736.965,733.325,0.515506,3.1253,48.0,-12.44
ZINC23189181,736.973,549.185,97.4636,90.3239,21.0,-13.94
ZINC27864976,736.978,706.185,-0.85157,31.6445,39.0,-14.57
ZINC28243795,736.986,245.024,183.57,308.392,54.0,-14.450000000000001
ZINC21752932,737.019,380.087,174.78,182.152,57.0,-11.99
ZINC23488257,737.06,713.453,12.1111,11.4951,39.0,-15.14
ZINC04187612,737.067,700.657,44.6797,-8.26963,42.0,-15.47
ZINC08525824,737.091,713.792,7.08226,16.2176,51.0,-15.77
ZINC22782875,737.119,653.065,84.1172,-0.0630692,69.0,-14.55
ZINC12784804,737.139,569.323,84.6268,83.1893,30.0,-14.43
ZINC24217936,737.164,727.979,-2.15636,11.3416,42.0,-14.530000000000001
ZINC29311214,737.166,564.843,-3.95176,176.275,36.0,-14.73
ZINC13548242,737.21,629.727,40.9407,66.5426,60.0,-15.4
ZINC20424470,737.216,651.385,88.179,-2.348,60.0,-15.74
ZINC04372600,737.219,751.316,-6.20209,-7.89486,51.0,-14.16
ZINC23189181,737.221,625.507,86.288,25.4266,42.0,-11.86
ZINC13976489,737.224,692.686,-1.22486,45.7634,69.0,-12.59
ZINC16028563,737.231,744.545,-3.94307,-3.37107,48.0,-10.99
ZINC20292762,737.232,476.879,165.43,94.924,63.0,-12.040000000000001
ZINC20093551,737.233,659.251,88.0199,-10.0384,75.0,-16.89
ZINC31383965,737.245,283.378,-0.86213,454.73,54.0,-15.65
ZINC28132328,737.28,732.265,8.48101,-3.46578,57.0,-17.89
ZINC24136237,737.283,696.139,43.8389,-2.69529,66.0,-18.95
ZINC04715688,737.287,638.296,3.75357,95.2377,66.0,-13.790000000000001
ZINC15969569,737.317,570.222,115.358,51.7363,60.0,-21.81
BDB5441,737.324,707.886,-8.92143,38.3599,63.0,-18.19
ZINC07208987,737.329,355.594,-1.40874,383.144,63.0,-14.52
ZINC12784804,737.354,694.665,20.6386,22.051,36.0,-17.75
ZINC31952331,737.369,563.589,111.567,62.2127,21.0,-15.24
ZINC18203248,737.384,745.431,-2.22866,-5.81838,48.0,-13.620000000000001
ZINC20880665,737.39,729.166,8.93751,-0.713897,36.0,-10.76
ZINC09509020,737.422,725.295,17.507,-5.37994,90.0,-18.02
ZINC30594800,737.459,732.243,8.62858,-3.41279,54.0,-15.38
ZINC30693172,737.5,691.774,-1.80449,47.5309,48.0,-13.61
ZINC22672151,737.501,631.738,12.483,93.2803,54.0,-18.580000000000002
BDB13904,737.502,457.772,138.235,141.496,42.0,-14.88
ZINC13038624,737.52,410.507,147.044,179.969,42.0,-10.47
ZINC24217936,737.53,738.546,3.99756,-5.01372,48.0,-11.52
ZINC13976489,737.553,462.605,55.3647,219.583,48.0,-17.09
ZINC21916740,737.558,579.067,82.3139,76.1775,57.0,-13.38
ZINC07587245,737.571,195.504,207.223,334.844,69.0,-13.91
ZINC07759675,737.581,187.543,529.101,20.9361,39.0,-12.74
ZINC11029982,737.589,690.98,-8.2149,54.8239,66.0,-18.16
ZINC08881217,737.591,647.893,5.89825,83.7997,84.0,-16.44
ZINC12710621,737.598,736.218,3.26665,-1.88586,63.0,-17.55
ZINC26886322,737.62,725.328,-1.202,13.4944,39.0,-15.31
ZINC31761659,737.686,663.629,77.7494,-3.69265,27.0,-14.43
ZINC30785304,737.692,698.121,23.8961,15.6755,36.0,-19.650000000000002
ZINC31855696,737.707,745.122,-2.8338,-4.58172,54.0,-10.94
ZINC03458652,737.73,712.885,-2.17787,27.0229,63.0,-16.02
ZINC27864976,737.747,740.407,-0.6969,-1.96277,30.0,-17.93
ZINC04840135,737.766,742.722,-1.99911,-2.95675,21.0,-16.27
BDB13916,737.766,554.506,90.6064,92.654,33.0,-12.530000000000001
ZINC27247676,737.778,504.828,57.8822,175.067,33.0,-12.71
ZINC31410065,737.784,652.797,-1.60642,86.5932,42.0,-14.38
ZINC22073510,737.786,671.491,-8.5575,74.8521,48.0,-15.77
ZINC12625117,737.856,742.081,-5.9145,1.68907,69.0,-16.46
ZINC09697519,737.862,665.663,16.097,56.1018,69.0,-18.77
ZINC21561590,737.903,656.402,4.06358,77.4382,48.0,-12.06
ZINC17287104,737.904,630.154,113.969,-6.21846,60.0,-20.86
ZINC06009404,737.92,653.973,-1.51631,85.4632,33.0,-14.3
ZINC11745344,737.938,523.65,178.84,35.4478,30.0,-11.99
ZINC18058385,737.994,748.732,-7.84895,-2.88894,63.0,-12.05
ZINC09396555,737.994,716.265,-0.849775,22.5791,72.0,-14.530000000000001
ZINC09191252,738.024,545.798,92.3708,99.8559,57.0,-14.96
ZINC09369129,738.028,515.705,134.314,88.0088,45.0,-11.28
ZINC04715688,738.052,635.694,37.7771,64.5807,39.0,-11.89
ZINC21161956,738.063,574.666,-4.08867,167.485,93.0,-17.240000000000002
ZINC09522037,738.098,513.94,90.8583,133.299,36.0,-18.080000000000002
ZINC09006181,738.102,682.071,-0.190638,56.2207,27.0,-13.1
BDB13901,738.104,748.082,-5.03133,-4.94644,36.0,-11.06
ZINC30785304,738.105,735.203,3.6466,-0.744749,42.0,-14.64
ZINC15434705,738.107,543.701,178.221,16.1849,54.0,-12.22
BDB13900,738.113,748.087,-5.02357,-4.95007,36.0,-11.06
ZINC16097364,738.117,439.772,-4.65374,302.999,90.0,-14.950000000000001
ZINC14972330,738.14,521.193,8.97142,207.976,90.0,-21.69
ZINC17309401,738.156,535.165,103.451,99.5393,42.0,-13.69
ZINC17127289,738.169,448.375,67.773,222.02,51.0,-10.98
ZINC12916602,738.184,464.612,164.465,109.108,27.0,-9.07
ZINC22945462,738.227,625.489,95.3473,17.391,51.0,-19.05
ZINC28155384,738.232,473.676,-2.47667,267.033,63.0,-17.94
ZINC14974332,738.243,748.847,-1.09891,-9.50508,51.0,-13.47
ZINC15951912,738.258,524.425,150.833,63.0003,54.0,-13.6
ZINC02618726,738.267,674.278,24.7372,39.2521,33.0,-12.24
ZINC01934120,738.276,746.672,-4.4573,-3.93856,39.0,-15.870000000000001
ZINC28483969,738.276,625.213,-1.93585,115,72.0,-17.52
ZINC31761659,738.289,549.618,8.67138,180,66.0,-17.14
ZINC25782886,738.316,559.773,87.5099,91.0336,63.0,-16.48
ZINC05882281,738.318,746.838,-1.83732,-6.68322,42.0,-13.030000000000001
ZINC15951912,738.346,609.108,65.5361,63.7019,30.0,-17.61
ZINC27745273,738.346,502.726,76.2941,159.327,45.0,-15.06
ZINC31516853,738.354,539.743,-2.46095,201.071,60.0,-16.32
ZINC19183413,738.363,750.355,-2.77004,-9.222,45.0,-18.240000000000002
ZINC01100260,738.403,663.575,3.87694,70.9514,30.0,-9.42
ZINC03542645,738.428,598.181,-3.94774,144.195,66.0,-15.48
ZINC10480387,738.442,696.27,42.5456,-0.373383,39.0,-15.84
ZINC30290889,738.446,463.873,97.845,176.728,48.0,-17.67
ZINC24092499,738.457,631.73,2.68664,104.04,36.0,-16.28
ZINC20930311,738.488,197.708,265.584,275.196,39.0,-14.6
ZINC10698755,738.509,617.958,-0.93367,121.485,45.0,-14.700000000000001
ZINC13641655,738.548,749.149,-10.0357,-0.564632,57.0,-15.9
ZINC01650029,738.549,426.751,12.1077,299.69,90.0,-18.26
ZINC26674554,738.568,725.495,-1.20256,14.2762,18.0,-8.0
ZINC18065318,738.585,606.721,89.7594,42.1041,60.0,-14.75
BDB27965,738.588,543.278,105.31,90,81.0,-17.46
ZINC04743451,738.594,559.736,86.5541,92.3036,33.0,-15.31
ZINC27247676,738.595,542.376,18.1057,178.113,42.0,-12.280000000000001
ZINC01835464,738.611,731.796,-2.79731,9.61211,75.0,-13.790000000000001
ZINC05840331,738.624,725.221,13.4033,0,42.0,-14.89
ZINC23253961,738.661,727.39,5.31191,5.95904,15.0,-12.48
ZINC31904325,738.68,744.11,-4.93073,-0.498796,42.0,-15.93
ZINC09658192,738.692,571.929,-1.07573,167.839,27.0,-15.19
ZINC16599438,738.694,677.359,-11.9726,73.3077,93.0,-17.09
ZINC10929228,738.712,736.788,4.77773,-2.85439,42.0,-14.26
ZINC09669156,738.727,453.941,91.77,193.016,33.0,-15.51
ZINC13922344,738.743,676.382,4.9011,57.4592,42.0,-20.240000000000002
ZINC20909845,738.769,569.843,85.1618,83.7647,54.0,-12.88
ZINC16968157,738.846,590.969,-7.43242,155.309,81.0,-13.530000000000001
ZINC16487833,738.858,744.656,-6.87069,1.0727,42.0,-16.35
ZINC26764358,738.859,655.301,90.9766,-7.41854,48.0,-12.870000000000001
ZINC20717172,738.866,342.537,199.328,197.002,45.0,-15.51
ZINC27860100,738.879,517.479,64.5899,156.81,48.0,-12.43
ZINC10484780,738.884,581.628,-7.74765,165.004,60.0,-19.8
ZINC05227114,738.885,710.79,2.05152,26.0435,54.0,-7.7
ZINC25484335,738.893,752.881,-4.31829,-9.67045,81.0,-16.77
ZINC29749315,738.898,483.24,130.161,125.498,30.0,-17.400000000000002
ZINC04873774,738.91,578.783,91.1332,68.9944,42.0,-20.14
ZINC14490556,738.923,372.444,176.612,189.866,57.0,-13.13
ZINC22526596,738.96,412.844,-6.48683,332.603,66.0,-12.76
BDB13916,738.964,669.796,33.8748,35.2932,39.0,-16.72
ZINC27864976,738.971,706.574,-0.812345,33.2089,39.0,-14.57
ZINC08845159,738.991,492.313,103.528,143.15,36.0,-16.16
BDB13901,738.992,731.918,-3.79238,10.8662,54.0,-11.200000000000001
ZINC27748595,738.994,751.654,-3.9521,-8.70814,63.0,-12.63
ZINC21006552,739.001,543.554,85.3395,110.107,57.0,-16.26
ZINC07400412,739.039,740.853,-0.205522,-1.60822,12.0,-9.93
ZINC30623883,739.042,394.039,84.3512,260.652,90.0,-12.540000000000001
ZINC15276969,739.086,462.316,87.7136,189.057,63.0,-14.83
BDB5445,739.11,423.241,176.945,138.924,57.0,-12.0
ZINC14155516,739.115,634.136,13.6483,91.3312,45.0,-14.76
BDB13900,739.122,732.056,-3.7954,10.861,54.0,-11.200000000000001
ZINC18058385,739.122,746.994,2.0652,-9.93693,60.0,-12.41
ZINC05525510,739.123,732.468,8.34398,-1.68947,63.0,-13.38
ZINC26748514,739.142,471.293,4.28561,263.564,66.0,-17.53
ZINC20424555,739.177,654.27,87.9613,-3.05445,57.0,-16.52
ZINC30374619,739.191,745.044,-2.04095,-3.812,45.0,-17.69
ZINC01814202,739.245,452.994,127.65,158.601,54.0,-13.780000000000001
ZINC31273318,739.258,706.64,32.8426,-0.224656,54.0,-17.54
ZINC10102427,739.263,508.106,90,141.157,57.0,-13.14
ZINC04899398,739.27,460.055,100.589,178.626,54.0,-15.52
ZINC30937390,739.272,751.421,-4.463,-7.68515,45.0,-12.22
ZINC11612972,739.281,744.583,-4.67236,-0.630274,36.0,-8.53
BDB5448,739.319,661.786,38.5315,39.002,33.0,-13.290000000000001
ZINC14847561,739.328,630.555,2.51147,106.262,51.0,-14.13
ZINC31352820,739.367,455.941,1.59529,281.831,78.0,-11.17
ZINC31761659,739.396,549.581,9.81524,180,66.0,-17.14
ZINC20091593,739.436,472.537,-3.10042,270,63.0,-17.26
ZINC17309401,739.454,317.381,37.9163,384.157,15.0,-14.3
ZINC31952331,739.489,750.325,-2.88575,-7.95092,30.0,-13.200000000000001
ZINC16977658,739.499,339.577,199.049,200.872,21.0,-15.13
ZINC00922659,739.506,717.305,10.9133,11.2868,84.0,-22.04
ZINC18058385,739.513,745.773,-4.18406,-2.0759,36.0,-13.84
ZINC23861656,739.523,726.164,5.6138,7.74544,78.0,-14.57
ZINC04743451,739.548,461.819,14.9457,262.783,33.0,-13.3
ZINC09658192,739.559,643.519,-0.168622,96.2084,54.0,-12.15
ZINC13098607,739.617,623.637,102.627,13.3524,45.0,-15.82
ZINC31891915,739.628,308.28,64.1998,367.148,60.0,-17.89
ZINC25665353,739.632,583.269,30.7677,125.596,42.0,-14.89
ZINC12784804,739.64,748.071,-4.06435,-4.36666,51.0,-15.43
ZINC17334414,739.647,414.666,85.0214,239.96,45.0,-15.700000000000001
ZINC02584763,739.667,756.045,-8.0957,-8.28245,48.0,-12.0
ZINC26903002,739.67,696.507,33.1347,10.0278,42.0,-16.11
ZINC12570106,739.686,484.314,120.584,134.788,57.0,-16.11
ZINC11220330,739.694,704.264,-1.21858,36.6481,27.0,-15.66
ZINC06845962,739.702,741.973,-0.868356,-1.40255,48.0,-12.05
ZINC16052516,739.739,592.765,149.148,-2.17454,78.0,-11.31
ZINC31410065,739.74,586.23,26.8833,126.627,54.0,-11.07
ZINC12625117,739.744,597.047,-3.35585,146.053,51.0,-11.200000000000001
ZINC19183413,739.749,752.896,-6.27777,-6.86938,57.0,-16.2
ZINC26617169,739.779,527.15,-2.13899,214.768,33.0,-13.16
ZINC10934839,739.781,745.492,-7.28787,1.57688,57.0,-14.42
ZINC31916306,739.788,679.245,62.7054,-2.16248,45.0,-13.76
ZINC27305927,739.797,547.262,22.2086,170.326,45.0,-12.74
ZINC06364889,739.801,742.223,-1.07009,-1.35216,48.0,-15.05
ZINC06146082,739.808,417.462,219.915,102.432,48.0,-18.98
ZINC28726390,739.814,312.695,150.288,276.832,39.0,-14.07
ZINC08743247,739.826,691.305,10.915,37.6052,75.0,-20.34
ZINC28222919,739.834,559.158,90.1878,90.4881,48.0,-18.27
ZINC25930765,739.834,514.767,-0.445811,225.512,51.0,-9.89
ZINC23352832,739.839,741.66,-0.990785,-0.830142,39.0,-18.56
ZINC20290348,739.841,742.8,-1.73391,-1.22482,45.0,-10.26
ZINC25665353,739.848,403.757,112.807,223.284,36.0,-12.27
ZINC29738172,739.855,570.18,87.6917,81.9828,36.0,-17.75
ZINC03168593,739.857,453.95,135.36,150.548,51.0,-17.05
ZINC30505968,739.863,736.366,-2.09884,5.59562,90.0,-17.96
ZINC15693133,739.869,556.971,-0.793779,183.691,87.0,-15.290000000000001
ZINC20880665,739.874,481.03,118.788,140.055,30.0,-17.44
ZINC21326306,739.902,753.318,-7.50717,-5.90871,48.0,-6.92
ZINC02680383,739.955,530.978,11.6705,197.306,81.0,-12.51
ZINC28222919,739.993,459.593,102.843,177.556,66.0,-12.4
BDB13902,740.002,544.761,96.0257,99.2159,75.0,-14.59
ZINC20049106,740.007,355.295,21.6856,363.026,66.0,-13.84
ZINC05882281,740.018,560.018,90,90,15.0,-14.58
ZINC09009590,740.018,517.711,108.629,113.678,66.0,-18.67
ZINC06430824,740.02,409.401,149.079,181.54,75.0,-12.09
ZINC04919514,740.022,568.951,86.0691,85.0026,45.0,-15.860000000000001
ZINC16864107,740.057,392.383,116.919,230.755,24.0,-7.7700000000000005
